id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
48308,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,Analysis,1
88146,1.53757,tcp,-,FIN,10,6,2516,268,9.755653,254,252,11784.8291,1165.475342,2,1,168.72,283.353594,10656.66754,522.887687,255,3594318722,816493208,255,0.235414,0.120799,0.114615,252,45,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Normal,0
21334,1.694514,tcp,http,FIN,14,18,1684,10168,18.294331,31,29,7383.828125,45341.61328,3,5,130.317231,99.645353,10061.40425,8803.919222,255,3053191553,3098624828,255,0.000703,0.00054,0.000163,120,565,1,3924,4,0,4,1,1,2,0,0,1,3,1,0,Normal,0
110268,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.444,0.0,10.954492,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
145648,4.371233,ospf,-,INT,42,0,2688,0,9.379505,254,0,4802.306152,0.0,0,0,106.615437,0.0,160.486734,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,1,0,0,0,37,1,0,Backdoor,1
170223,58.881458,ospf,-,REQ,68,0,18496,0,1.137879,254,0,2476.025635,0.0,0,0,919.770813,0.0,1146.88425,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,2,6,3,2,2,5,0,0,0,4,2,0,Backdoor,1
8565,0.266042,tcp,-,FIN,10,6,486,268,56.382076,254,252,13170.85254,6735.778809,2,1,27.875111,47.002602,1458.354975,71.88782,255,1214961239,2820610558,255,0.089609,0.031027,0.058582,49,45,0,0,15,1,2,2,1,12,0,0,0,3,12,0,Normal,0
293,0.001062,udp,dns,CON,2,2,130,162,2824.858614,31,29,489642.1563,610169.4375,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,4,1,1,3,0,0,0,5,1,0,Normal,0
4129,1.226362,tcp,http,FIN,366,746,19514,1087890,905.931535,31,29,126951.0938,7087186.5,2,370,3.377554,1.642482,175.068793,104.257505,255,2149720162,2541714,255,0.002868,0.002707,0.000161,53,1458,1,3924,2,0,3,2,2,2,0,0,4,4,2,0,Normal,0
25743,0.030987,tcp,-,FIN,72,74,4238,63516,4679.381662,31,29,1079162.25,16176590.0,7,30,0.444014,0.422097,23.251856,22.500422,255,1839359083,1839656745,255,0.000743,0.000586,0.000157,59,858,0,0,9,0,1,1,1,1,0,0,0,6,7,0,Normal,0
155858,2e-06,unas,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,4,4,4,5,0,0,0,7,5,0,Analysis,1
27731,3.873134,tcp,-,FIN,438,858,24640,1094788,334.354565,31,29,50778.51953,2258663.0,38,390,8.882509,4.518853,4062.395631,2897.380195,255,1695121849,3848758688,255,0.000595,0.000475,0.00012,56,1276,0,0,9,0,7,2,1,5,0,0,0,6,10,0,Normal,0
10882,0.774388,tcp,-,FIN,10,6,498,268,19.370134,254,252,4638.501465,2314.085449,2,1,86.043111,134.868406,4397.379858,240.828109,255,4130272555,3093985640,255,0.22026,0.09928,0.12098,50,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
17962,0.850545,tcp,ftp,FIN,52,54,2934,3742,123.45026,31,29,27069.70313,34547.26172,11,15,16.671294,16.039227,1594.710422,53.338109,255,1450572149,1451597735,255,0.000574,0.000463,0.000111,56,69,0,0,1,0,8,1,1,4,1,1,0,7,1,0,Normal,0
33839,0.2368,tcp,-,FIN,24,24,4632,2768,198.47973,31,29,149966.2188,89628.375,7,7,10.278347,10.274608,759.78206,21.567582,255,1601718053,3750480281,255,0.000618,0.00048,0.000138,193,115,0,0,11,0,2,1,1,5,0,0,0,3,5,0,Normal,0
20200,0.006706,tcp,-,FIN,22,24,1920,4312,6710.408749,31,29,2186698.5,4930510.0,6,6,0.303095,0.280182,19.420849,17.061782,255,1335339432,3485163479,255,0.000664,0.000539,0.000125,87,180,0,0,7,0,6,1,1,3,0,0,0,2,10,0,Normal,0
141077,1.8e-05,udp,-,INT,2,0,238,0,55555.55359,254,0,52888888.0,0.0,0,0,0.018,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,119,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
87418,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,2,2,2,13,0,0,0,2,8,0,Analysis,1
12497,1.512253,tcp,-,FIN,234,438,13454,548216,443.70881,31,29,70871.73438,2893510.5,21,197,6.516987,3.467415,1902.59486,1387.488032,255,2024427963,4174812283,255,0.000566,0.000455,0.000111,57,1252,0,0,11,0,7,2,1,8,0,0,0,6,16,0,Normal,0
127825,0.645674,tcp,-,FIN,10,6,628,268,23.231538,254,252,7012.827148,2775.394531,2,1,70.653222,119.297,5377.338314,226.5865,255,1169833388,2914331283,255,0.070336,0.04918,0.021156,63,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
33156,0.259902,tcp,-,FIN,52,54,3182,39076,403.99843,31,29,96066.97656,1180537.25,7,20,5.089549,4.987154,303.209764,298.925895,255,4211611785,4211905044,255,0.000685,0.00056,0.000125,61,724,0,0,9,0,2,1,1,2,0,0,0,3,7,0,Normal,0
14291,0.009948,tcp,-,FIN,34,36,2230,13500,6936.067334,31,29,1741053.375,10554885.0,7,11,0.300156,0.276353,19.052961,17.612291,255,2962783021,2963085731,255,0.00066,0.000544,0.000116,66,375,0,0,14,0,4,1,1,2,0,0,0,3,8,0,Normal,0
87041,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,3,3,3,14,0,0,0,3,11,0,Backdoor,1
120679,9e-06,udp,-,INT,2,0,280,0,111111.1072,254,0,124444440.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,140,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
80872,0.644097,tcp,http,FIN,10,8,806,1266,26.393541,62,252,9017.275391,13761.90332,2,2,71.566333,77.309859,3593.980389,127.018133,255,10769169,2768440955,255,0.209047,0.085835,0.123212,81,158,1,156,8,1,6,6,6,8,0,0,30,6,8,0,Analysis,1
35531,0.049858,tcp,-,FIN,40,42,2542,23508,1624.613899,31,29,397769.6563,3682297.75,7,14,1.270436,1.202171,74.219361,72.530319,255,1629331919,1706460445,255,0.000699,0.000565,0.000134,64,560,0,0,4,0,2,1,1,1,0,0,0,4,4,0,Normal,0
397,0.000964,udp,dns,CON,2,2,146,178,3112.033175,31,29,605809.125,738589.1875,0,0,0.006,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,24,2,1,7,0,0,0,13,2,0,Normal,0
42843,9e-06,udp,-,INT,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,4,2,2,1,1,4,0,0,0,2,8,0,Normal,0
3789,0.00112,udp,dns,CON,2,2,146,178,2678.571357,31,29,521428.5625,635714.25,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,3,1,1,2,0,0,0,2,5,0,Normal,0
688,1.310356,tcp,-,FIN,28,42,2198,34406,52.657445,31,29,12943.04688,205055.7188,5,15,50.38527,31.938195,3068.446011,2340.770048,255,1274463287,999620985,255,0.001007,0.000889,0.000118,79,819,0,0,12,0,3,4,1,8,0,0,0,5,8,0,Normal,0
3708,0.013081,tcp,-,FIN,40,42,2558,23162,6192.187053,31,29,1525877.25,13828300.0,7,14,0.326718,0.306317,19.595922,18.274391,255,3460363146,3480416984,255,0.000631,0.000519,0.000112,64,551,0,0,2,0,6,1,1,1,0,0,0,3,7,0,Normal,0
1277,0.445854,tcp,-,FIN,40,42,2558,23162,181.673818,31,29,44768.01563,405711.2813,7,14,11.424205,10.860927,781.997392,763.799472,255,2876684873,1736662115,255,0.000676,0.000553,0.000123,64,551,0,0,4,0,3,1,1,1,0,0,0,3,5,0,Normal,0
107501,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.784,0.0,10.954522,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,4,1,Normal,0
36244,0.610081,tcp,smtp,FIN,54,40,37808,3276,152.43877,31,29,486597.6563,41896.07422,19,8,11.50417,15.629052,1006.7004,34.011543,255,2923420592,875640347,255,0.000687,0.000543,0.000144,700,82,0,0,1,0,2,1,1,1,0,0,0,1,2,0,Normal,0
68693,0.292886,tcp,-,FIN,10,6,532,268,51.214468,254,252,13083.58887,6118.421875,2,1,30.044444,53.137,1488.859712,73.204859,255,261968871,4057398527,255,0.053186,0.027193,0.025993,53,45,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
76338,0.552984,tcp,-,FIN,10,8,684,354,30.7423,254,252,8911.650391,4484.759277,2,1,61.442667,68.804289,4020.950657,112.993813,255,2730371597,73816204,255,0.118133,0.070696,0.047437,68,44,0,0,6,1,1,1,1,1,0,0,0,2,1,0,Shellcode,1
66202,1.064052,tcp,-,FIN,18,10,1002,556,25.3747,254,252,7119.952637,3766.733154,5,3,60.778881,112.157109,3892.483757,161.797172,255,1759573263,349712296,255,0.109009,0.054629,0.05438,56,56,0,0,8,1,2,2,2,6,0,0,0,3,6,0,Normal,0
119435,0.673375,tcp,http,FIN,10,8,834,1100,25.245962,62,252,8922.219727,11440.87598,2,2,74.819444,81.144289,3692.447209,130.022844,255,2439620490,3832951011,255,0.132543,0.063642,0.068901,83,138,1,129,2,1,2,2,1,2,0,0,1,2,2,0,Analysis,1
66853,1e-05,udp,-,INT,2,0,1098,0,100000.0025,254,0,439200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,549,0,0,0,4,2,3,2,1,2,0,0,0,3,3,0,Normal,0
20605,0.001037,udp,dns,CON,2,2,146,178,2892.960519,31,29,563163.0,686595.9375,0,0,0.009,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,1,1,1,1,0,0,0,3,3,0,Normal,0
8529,0.004346,tcp,-,FIN,22,14,1470,1728,8053.382364,31,29,2584445.5,2954440.75,5,4,0.2173,0.280538,0.0,0.374218,255,2941406285,796279472,255,0.000694,0.000557,0.000137,67,123,0,0,6,0,1,1,1,1,0,0,0,4,11,0,Normal,0
45326,9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,6,6,3,1,1,3,0,0,0,2,6,0,Normal,0
34856,0.035954,tcp,-,FIN,66,68,3926,57474,3699.171311,31,29,860432.8125,12600323.0,7,27,0.556422,0.537712,32.572191,33.451712,255,3658703807,3676375895,255,0.000578,0.000462,0.000116,59,845,0,0,9,0,4,1,1,3,0,0,0,3,7,0,Normal,0
28457,0.005815,tcp,-,FIN,22,24,2054,2478,7738.607307,31,29,2697850.5,3267412.0,6,6,0.258476,0.222652,0.0,13.381491,255,547366444,2693086108,255,0.000945,0.000692,0.000253,93,103,0,0,8,0,2,1,1,4,0,0,0,8,4,0,Normal,0
48122,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,3,3,3,10,0,0,0,12,9,0,Backdoor,1
28954,0.101573,tcp,ftp-data,FIN,6,8,320,1930,127.986771,31,29,21029.21094,133027.4844,1,2,20.237,14.441429,1422.114147,34.977133,255,3501983565,3531967492,255,0.000606,0.000478,0.000128,53,241,0,0,3,0,4,1,1,7,0,0,0,6,3,0,Normal,0
17688,0.001058,udp,dns,CON,2,2,146,178,2835.538689,31,29,551984.875,672967.875,0,0,0.006,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,6,0,1,3,1,1,0,0,0,5,4,0,Normal,0
10407,0.001011,udp,dns,CON,2,2,146,178,2967.359007,31,29,577645.875,704253.1875,0,0,0.009,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,1,1,1,1,0,0,0,2,2,0,Normal,0
122147,1e-06,xnet,-,INT,2,0,180,0,1000000.003,254,0,720000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,2,2,2,10,0,0,0,2,10,0,Backdoor,1
22187,1.005514,tcp,http,FIN,14,18,1684,10168,30.830003,31,29,12443.38672,76410.67188,3,5,77.320156,59.116235,8766.492522,7676.17063,255,2935772410,2932764564,255,0.000672,0.000533,0.000139,120,565,1,3924,5,0,7,2,1,6,0,0,1,7,2,0,Normal,0
89733,5e-06,wb-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,5,5,17,0,0,0,6,12,0,Backdoor,1
31815,0.024811,tcp,smtp,FIN,52,42,37210,3380,3748.337487,31,29,11767361.0,1064044.25,18,8,0.479314,0.592537,29.526203,1.12237,255,3769990578,3766836165,255,0.000639,0.000514,0.000125,716,80,0,0,1,0,4,1,1,4,0,0,0,3,1,0,Normal,0
35567,0.001046,udp,dns,CON,2,2,146,178,2868.068701,31,29,558317.375,680688.3125,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,1,1,1,1,0,0,0,1,2,0,Normal,0
81643,9e-06,zero,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,5,4,4,8,0,0,0,5,5,0,Backdoor,1
48065,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,4,4,4,7,0,0,0,21,7,0,Backdoor,1
97487,0.491805,tcp,-,FIN,10,8,612,354,34.566547,254,252,8962.902344,5042.648926,2,1,54.645,61.625145,3491.078555,124.313008,255,964410850,243881496,255,0.126923,0.059771,0.067152,61,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
23455,1.007813,tcp,http,FIN,14,18,1684,10168,30.759675,31,29,12415.00195,76236.36719,3,5,77.49769,59.250529,8761.683182,7675.930413,255,1058970513,1059964941,255,0.000688,0.000549,0.000139,120,565,1,3924,2,0,2,2,1,4,0,0,1,2,3,0,Normal,0
34279,0.001049,udp,dns,CON,2,2,146,178,2859.866662,31,29,556720.6875,678741.6875,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,2,2,1,2,0,0,0,3,4,0,Normal,0
30835,0.068674,tcp,-,FIN,66,66,3926,57370,1907.563322,31,29,450476.1875,6581938.0,7,27,1.067656,1.064953,69.839313,69.033523,255,656030483,686278277,255,0.000963,0.000513,0.00045,59,869,0,0,5,0,4,1,1,3,0,0,0,2,6,0,Normal,0
48243,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,4,4,4,9,0,0,0,13,9,0,Backdoor,1
79791,38.60482,tcp,http,FIN,20,16,1636,2428,0.906623,62,252,322.239563,471.858185,4,6,2031.832579,2568.35825,272579.6003,9364.471,255,1264270511,4113299915,255,0.184736,0.078627,0.106109,82,152,1,156,6,1,6,6,6,6,0,0,30,6,6,0,Analysis,1
7452,1.005851,tcp,http,FIN,12,18,1580,10168,28.831307,31,29,11524.56934,76385.07031,3,5,91.40927,59.140116,9530.508398,7674.417243,255,2477728107,2478738023,255,0.000588,0.000465,0.000123,132,565,1,3924,2,0,2,2,1,1,0,0,1,5,3,0,Normal,0
18399,0.869585,tcp,ftp,FIN,52,54,2934,3742,120.747256,31,29,26476.99805,33790.83203,11,15,17.38548,16.397133,1610.095868,53.295418,255,1487727792,3634178340,255,0.000665,0.000534,0.000131,56,69,0,0,1,0,4,1,1,5,1,1,0,2,1,0,Normal,0
35084,0.001068,udp,dns,CON,2,2,146,178,2808.988808,31,29,546816.5,666666.6875,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,4,1,1,3,0,0,0,1,3,0,Normal,0
32860,0.053019,tcp,-,FIN,60,62,3598,48710,2282.200791,31,29,533997.25,7231370.0,7,24,0.922789,0.888915,62.199697,60.530856,255,2158516572,9227489,255,0.000706,0.000572,0.000134,60,786,0,0,6,0,1,1,1,1,0,0,0,6,5,0,Normal,0
20985,0.045339,tcp,-,FIN,50,48,3062,32940,2139.438477,31,29,529522.0625,5691171.0,7,18,0.936708,0.952723,82.339968,2.441689,255,2763124432,655812041,255,0.000688,0.000553,0.000135,61,686,0,0,7,0,1,1,1,1,0,0,0,3,3,0,Normal,0
56601,10.720804,rvd,-,INT,4,0,400,0,0.27983,254,0,223.8638,0.0,0,0,3573.60125,0.0,5053.8275,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,2,2,2,0,0,0,20,2,0,Analysis,1
77028,0.425402,tcp,-,FIN,10,6,942,268,35.260766,254,252,15947.26953,4212.486328,2,1,41.030667,73.797797,2341.68991,94.295867,255,2368029948,4009288862,255,0.114532,0.056412,0.05812,94,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
111397,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.644,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
42007,1.039554,tcp,-,FIN,18,10,6096,556,25.972677,254,252,44311.30859,3855.499512,6,3,61.150235,108.603555,3525.056584,154.271734,255,3512201495,2553387597,255,0.11205,0.061481,0.050569,339,56,0,0,5,1,1,1,1,4,0,0,0,1,4,0,Normal,0
25215,0.001049,udp,dns,CON,2,2,130,162,2859.866662,31,29,495710.2188,617731.1875,0,0,0.01,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,4,0,4,2,1,1,0,0,0,5,2,0,Normal,0
28632,0.098746,tcp,-,FIN,72,74,4238,63516,1468.413885,31,29,338646.625,5076296.5,7,30,1.4058,1.34511,0.0,78.429803,255,3657338435,3653399668,255,0.000673,0.00055,0.000123,59,858,0,0,4,0,1,1,1,2,0,0,0,3,5,0,Normal,0
71165,3e-06,pnni,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,24,4,0,Backdoor,1
27959,0.34697,tcp,-,FIN,60,62,3614,50036,348.733328,31,29,81943.6875,1135060.75,7,24,5.875492,5.678934,349.406796,341.417505,255,1132661170,1132913961,255,0.000688,0.00055,0.000138,60,807,0,0,10,0,1,1,1,4,0,0,0,5,7,0,Normal,0
11833,0.004454,udp,-,CON,4,4,568,312,1571.621042,31,29,765154.9375,420296.375,0,0,1.191,0.999667,1.675845,1.40455,0,0,0,0,0.0,0.0,0.0,142,78,0,0,4,0,5,1,1,2,0,0,0,2,4,0,Normal,0
1537,9.302211,tcp,-,FIN,28,30,4256,3080,6.127576,31,29,3529.483643,2561.111572,7,7,344.51384,320.746219,22605.10523,614.715125,255,1324520433,1327636202,255,0.000697,0.000567,0.00013,152,103,0,0,11,0,3,1,1,2,0,0,0,10,8,0,Normal,0
40620,0.004721,udp,-,CON,4,4,568,312,1482.736753,31,29,721881.0,396526.1563,0,0,1.226667,1.070333,1.726992,1.50378,0,0,0,0,0.0,0.0,0.0,142,78,0,0,10,0,4,1,1,6,0,0,0,5,6,0,Normal,0
51295,1.1e-05,udp,-,INT,2,0,744,0,90909.0902,254,0,270545440.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,372,0,0,0,4,2,3,1,1,4,0,0,0,3,4,0,Shellcode,1
15020,10.329415,tcp,-,FIN,240,438,13766,548216,65.54098,31,29,10617.44531,423617.4063,21,197,43.217926,23.635957,16931.65824,12520.67646,255,842434033,910509717,255,0.000612,0.000493,0.000119,57,1252,0,0,11,0,2,1,1,6,0,0,0,9,4,0,Normal,0
167101,1.108726,tcp,http,FIN,12,10,902,1156,18.940658,62,252,5967.208984,7511.32373,2,2,100.793276,110.640555,6590.478702,188.049344,255,1604385983,1350088077,255,0.125075,0.087454,0.037621,75,116,1,133,3,1,19,3,2,3,0,0,4,3,3,0,Analysis,1
13460,0.059862,tcp,-,FIN,84,86,4862,75600,2823.159981,31,29,642143.625,9985767.0,7,36,0.74445,0.678471,42.577634,40.2351,255,3692721033,1555734931,255,0.002396,0.002189,0.000207,58,879,0,0,12,0,3,1,1,4,0,0,0,6,7,0,Normal,0
106126,1e-05,sdrp,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Analysis,1
665,1.31816,tcp,-,FIN,16,18,1540,1644,25.034896,31,29,8763.730469,9425.258789,4,4,100.540694,73.058063,5302.298932,130.899672,255,506973129,1029846879,255,0.079002,0.076165,0.002837,96,91,0,0,3,0,4,3,1,3,0,0,0,3,4,0,Normal,0
28105,0.300793,tcp,smtp,FIN,54,42,37938,3380,315.831826,31,29,990342.25,87768.0,19,8,5.777788,7.324951,584.036787,19.865611,255,762337452,2908676040,255,0.000587,0.000467,0.00012,703,80,0,0,1,0,3,1,1,1,0,0,0,2,1,0,Normal,0
47006,0.705609,tcp,-,CON,6,2,978,86,9.920508,62,252,9240.245117,487.522125,2,1,141.1218,0.001,7682.707576,0.0,255,2783420745,2686936268,255,0.504931,0.197011,0.30792,163,43,0,0,3,3,1,1,1,2,0,0,0,1,2,0,Normal,0
4305,0.03455,tcp,-,FIN,122,126,7810,14540,7149.059338,31,29,1793574.5,3340086.75,30,32,0.292496,0.271912,18.11581,15.397784,255,1892919144,4039280070,255,0.000723,0.000559,0.000164,64,115,0,0,10,0,1,1,1,2,0,0,0,4,6,0,Normal,0
33962,0.025915,tcp,-,FIN,60,62,3598,48710,4669.110448,31,29,1092494.625,14794520.0,7,24,0.441293,0.414918,24.717483,23.972612,255,1194229451,1194502405,255,0.000748,0.000599,0.000149,60,786,0,0,6,0,3,1,1,1,0,0,0,1,4,0,Normal,0
167166,0.190819,tcp,-,FIN,10,6,628,268,78.608526,254,252,23729.29297,9391.098633,2,1,21.202111,35.132801,1090.891817,67.422711,255,3788203289,1228812379,255,0.056624,0.008678,0.047946,63,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
84034,1.591871,tcp,http,FIN,58,14,68117,612,44.601603,254,252,336424.25,2859.528076,26,1,27.927562,116.078,2542.753687,140.354875,255,2905459294,826022484,255,0.178925,0.08197,0.096955,1174,44,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Normal,0
66022,9e-06,udp,-,INT,2,0,338,0,111111.1072,254,0,150222224.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,169,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
75036,0.533889,tcp,-,FIN,10,6,586,268,28.095728,254,252,7911.756836,3356.50293,2,1,59.321,86.997398,3096.365322,159.500359,255,3269886720,52591304,255,0.19887,0.085649,0.113221,59,45,0,0,13,1,2,2,1,6,0,0,0,4,6,0,Normal,0
14403,0.001035,udp,dns,CON,2,2,146,178,2898.550823,31,29,564251.25,687922.75,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,2,1,1,1,0,0,0,4,1,0,Normal,0
94417,1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,3,2,2,12,0,0,0,3,8,0,Backdoor,1
9745,1.102991,tcp,http,FIN,12,18,1580,10168,26.292146,31,29,10509.60547,69657.86719,3,5,100.223906,64.848708,9776.060641,7872.259186,255,2866703722,722287994,255,0.000683,0.000558,0.000125,132,565,1,3924,2,0,5,1,1,1,0,0,1,1,4,0,Normal,0
134604,3.922852,tcp,http,FIN,26,48,6808,43016,18.60891,254,252,13351.51074,85896.6875,9,21,156.914085,81.432829,8024.449676,6483.547479,255,3444389274,2193382088,255,0.209698,0.095497,0.114201,262,896,1,52,1,1,1,1,1,1,0,0,1,1,1,0,Backdoor,1
17941,0.060794,tcp,-,FIN,86,86,4966,75600,2812.777596,31,29,645984.8125,9832681.0,7,36,0.719905,0.717643,40.923239,1.071655,255,1150568892,1158632289,255,0.000632,0.000509,0.000123,58,879,0,0,11,0,4,1,1,4,0,0,0,3,9,0,Normal,0
54481,0.417366,tcp,-,FIN,8,8,364,442,35.939679,254,252,6114.537598,7417.949707,1,2,59.623712,52.409145,2971.09146,68.190734,255,2927854007,2795073677,255,0.115531,0.049891,0.06564,46,55,0,0,9,1,1,1,1,1,0,0,0,4,1,0,Backdoor,1
80885,0.531249,tcp,http,FIN,10,8,822,1070,32.000061,62,252,11143.55078,14110.14453,2,2,59.027667,65.12543,3177.09378,84.290258,255,1897538492,3174531267,255,0.123796,0.074562,0.049234,82,134,1,128,3,1,2,2,2,3,0,0,4,2,3,0,Analysis,1
11082,0.002891,tcp,ftp-data,FIN,6,8,320,1826,4496.714104,31,29,738844.6875,4421999.5,1,2,0.5148,0.336143,28.471877,0.542052,255,621195327,2774671430,255,0.000657,0.000534,0.000123,53,228,0,0,3,0,6,1,1,4,0,0,0,5,6,0,Normal,0
40459,0.334253,tcp,-,FIN,68,106,4380,114238,517.571998,31,29,103298.9922,2708391.5,8,44,5.059333,3.179086,953.932098,755.880557,255,170250747,2319676779,255,0.000552,0.000446,0.000106,64,1078,0,0,15,0,4,4,1,6,0,0,0,5,7,0,Normal,0
141294,1.008592,st2,-,INT,4,0,360,0,2.974444,254,0,2141.599365,0.0,0,0,336.197344,0.0,475.447063,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Backdoor,1
5638,0.128291,tcp,-,FIN,22,24,1920,4312,350.765069,31,29,114302.6406,257726.5781,6,6,6.092428,5.551565,442.122027,422.890461,255,4053398999,1908320920,255,0.000751,0.000596,0.000155,87,180,0,0,6,0,3,1,1,1,0,0,0,2,8,0,Normal,0
